,result_id,Unnamed: 0.1,X,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names,date,year,genres,decade,label,romance,horror,scifi
47,47,3773,10,False,/nxCgMSSzzyLdoYLqFQ4DHklhXil.jpg,"[80, 18, 10749, 53]",32969,en,Pretty Poison,A young man gets in over his head when he convinces a small-town girl he's a secret agent.,1.445239,/hMNRJhskDWRf35r735Jlmq0wts0.jpg,1968-07-18,Pretty Poison,False,6.7,22,"[Crime, Drama, Romance, Thriller]",1968-07-18,1968,"80, 18, 10749, 53",1960,romance,1.0,0.0,0.0
48,48,3673,10,False,/fDeklBmKoeTUslH9uYtZRzWnXHs.jpg,"[18, 10749]",3469,en,Far from the Madding Crowd,"Bathsheba Everdine, a willful, flirtatious, young woman, unexpectedly inherits a large farm and becomes romantically involved with three widely divergent men.",1.443098,/eoauSQHXomLvy3pidPoj8LenbYX.jpg,1967-01-01,Far from the Madding Crowd,False,6.4,19,"[Drama, Romance]",1967-01-01,1967,"18, 10749",1960,romance,1.0,0.0,0.0
49,49,3071,8,False,/eUjwHVMTQTkIvQyzR0RfqPmfAj8.jpg,"[18, 28, 10749]",11536,en,The Misfits,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",1.442334,/gDyB4wM5YkHZQqVg6UBSFoSaej6.jpg,1961-01-01,The Misfits,False,6.8,55,"[Drama, Action, Romance]",1961-01-01,1961,"18, 28, 10749",1960,romance,1.0,0.0,0.0
50,50,3072,9,False,/5RhBBrDKjp7sGMCpLuydd7I8wRh.jpg,"[28, 18, 36, 10749, 10752]",16638,en,El Cid,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.",1.437466,/iEHtWu3nBlPYFBH0aLkREJrGxEy.jpg,1961-10-24,El Cid,False,6.8,47,"[Action, Drama, History, Romance, War]",1961-10-24,1961,"28, 18, 36, 10749, 10752",1960,romance,1.0,0.0,0.0
51,51,3371,8,False,/opB7HzqA91tMbj9kas1nSD2ixdv.jpg,"[18, 10749]",1719,fr,La Peau douce,"Pierre Lachenay is a well-known publisher and lecturer, married with Franca and father of Sabine, around 10. He meets an air hostess, Nicole. They start a love affair, which Pierre is hiding, but he cannot stand staying away from her.",1.434973,/k24fa3TGeYDfSCI0j3gwKVmdZoL.jpg,1964-05-05,The Soft Skin,False,6.9,22,"[Drama, Romance]",1964-05-05,1964,"18, 10749",1960,romance,1.0,0.0,0.0
52,52,3574,11,False,,"[10749, 18]",340049,tr,Akşam Güneşi,,1.430226,/fS1zxoGW2e2rXpHIsGklAZuP8Pz.jpg,1966-01-01,Akşam Güneşi,False,0.0,0,"[Romance, Drama]",1966-01-01,1966,"10749, 18",1960,romance,1.0,0.0,0.0
53,53,3774,11,False,/icPV18iO18q8QWSPbIByucRdLHU.jpg,"[35, 18, 10749]",5721,en,Vixen!,"Vixen lives in a Canadian mountain resort with her naive pilot husband. While he's away flying in tourists, she gets it on with practically everybody including a husband and his wife, and even her biker brother. She is openly racist, and she makes it clear that she won't do the wild thing with her brother's biker friend, who is black.",1.42549,/tc10ZEAG058XGuNgiVEkUvGdU8L.jpg,1968-10-15,Vixen!,False,5.6,12,"[Comedy, Drama, Romance]",1968-10-15,1968,"35, 18, 10749",1960,romance,1.0,0.0,0.0
54,54,3870,7,False,/hfH1JBQVeFfPnt9pqqECCkolbgn.jpg,"[35, 10749]",28289,en,Cactus Flower,"Distraught when her middle-aged lover breaks a date with her, 21-year-old Toni Simmons attempts suicide. Impressed by her action, her lover, dentist Julian Winston reconsiders marrying Toni, but he worries about her insistence on honesty. Having fabricated a wife and three children, Julian readily accepts when his devoted nurse, Stephanie, who has secretly loved Julian for years, offers to act as his wife and demand a divorce.",1.405229,/x6eBO7vzxosACt6zxj5Eq9lRaQl.jpg,1969-12-16,Cactus Flower,False,6.9,30,"[Comedy, Romance]",1969-12-16,1969,"35, 10749",1960,romance,1.0,0.0,0.0
55,55,4163,0,False,,"[10749, 18]",294082,it,D'amore si muore,A hyper sensitive film student falls in love with an older woman.,3.056227,/qHRzH2hmmoAqoPPtby7pEZaX7Iu.jpg,1972-01-01,For Love One Dies,False,0.0,0,"[Romance, Drama]",1972-01-01,1972,"10749, 18",1970,romance,1.0,0.0,0.0
56,56,4563,0,False,/pdTK37YRrMGXNQniCN5Y15rYi90.jpg,"[18, 10749]",5879,ja,愛のコリーダ,"Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.",2.836758,/ztLv3Co2uLZMV7YERWbPrTMUi03.jpg,1976-05-15,In the Realm of the Senses,False,6.5,81,"[Drama, Romance]",1976-05-15,1976,"18, 10749",1970,romance,1.0,0.0,0.0
57,57,4665,2,False,/iwjkkdWATgSAnD7JlzZGBOSs8m7.jpg,"[35, 10749]",24930,da,Agent 69 Jensen i Skorpionens tegn,"Clumsy secret agent Jensen (aka Agent 69) must deliver secret formula for new revolutionary fuel source to Western agents. Instead, he mistakenly gives it to a random kid, so now both him and evil rogue agent Scorpio go after the kid.",2.775308,/uxOYtrRiszYuKwnLPJkw261iV5I.jpg,1977-07-22,Agent 69 in the Sign of Scorpio,False,7.8,5,"[Comedy, Romance]",1977-07-22,1977,"35, 10749",1970,romance,1.0,0.0,0.0
58,58,4765,2,False,/9u3xc9bIdS7wNaHFAqDDETbkiFs.jpg,"[18, 10749]",156235,en,In Praise Of Older Women,"Andras Varda grows up in a turbulent, war-torn Hungary, where he procures local girls for the occupying G.I.'s during World War II. Disappointed by girls of his age, he meets Maya, a married women in her thirties, who tutors him in the lessons of love and romance. Maya is only the first of many mature women that Andras will meet through his teenage and young adult life.",2.757199,/suhDODrvUEQqFlYdohdYhry4roA.jpg,1978-09-22,In Praise Of Older Women,False,6.0,1,"[Drama, Romance]",1978-09-22,1978,"18, 10749",1970,romance,1.0,0.0,0.0
59,59,4866,3,False,/7urYTquDoObFzF5SrhHi9kfLp4W.jpg,"[18, 36, 10749]",9453,en,Caligola,"The perversion behind imperial Rome, the epic story of Rome's mad Emporer. All the details of his cruel, bizarre reign are revealed right here: His unholy sexual passion for his sister, his marriage to Rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more.",2.71003,/PHfmIVnKpLI76BhKmJk9CjNjZ1.jpg,1979-01-21,Caligula,False,5.3,119,"[Drama, History, Romance]",1979-01-21,1979,"18, 36, 10749",1970,romance,1.0,0.0,0.0
60,60,4766,3,False,/dSukjx8A3kOitewpG2n7HuRt4rH.jpg,[10749],621,en,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",2.657285,/iMHdFTrCYhue74sBnXkdO39AJ3R.jpg,1978-07-07,Grease,False,7.1,1045,[Romance],1978-07-07,1978,10749,1970,romance,1.0,0.0,0.0
61,61,4363,0,False,/gPiurUCO9Aq5BoftzRjNlvbBrPg.jpg,"[18, 10749]",24402,fr,Emmanuelle,"Emmanuelle, a svelte, naive young woman, is en route to Bangkok where she'll join her new husband. He works for the French Embassy and has a lovely home, several dedicated servants, and an expensive car at his disposal. Once Emmanuelle arrives, her husband and a few friends introduce her to a realm of sexual ecstasy she'd never imagined.",2.529267,/d1MhpAVQkC2V6HOum69pBzSwvQu.jpg,1974-06-25,Emmanuelle,False,4.7,52,"[Drama, Romance]",1974-06-25,1974,"18, 10749",1970,romance,1.0,0.0,0.0
62,62,4868,5,False,/7OzHKga2gEj37QIsA86rcbr8PGf.jpg,"[35, 18, 10749]",696,en,Manhattan,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,2.455551,/2OmmKrcLfFQeTd5N7pZeAw6fJPA.jpg,1979-04-25,Manhattan,False,7.7,426,"[Comedy, Drama, Romance]",1979-04-25,1979,"35, 18, 10749",1970,romance,1.0,0.0,0.0
63,63,4265,2,False,/enXzoavqPLfHz53gMU0kJPVncb8.jpg,"[10749, 35]",80295,de,Der Frühreifen-Report,"This episodic film is a close relative of Wolf Hartwig's schoolgirl report movies, made by the same people, in a similar style, around similar topics. However, this one specifically focuses on the coming-of-age aspects, to an extent that it also touches on delicate issues such as paedophilia.",2.337685,/51Vc4rLi9IHpgK90ZkjWIHMGCTm.jpg,1973-08-16,14 and Under,False,5.3,6,"[Romance, Comedy]",1973-08-16,1973,"10749, 35",1970,romance,1.0,0.0,0.0
64,64,4167,4,False,/pBEMQ1YJtaRaGYRi4no0VQE43sk.jpg,"[18, 10749]",1643,fr,Ultimo tango a Parigi,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.,2.26494,/6ppSHkDe7CoxyvFEc6JILuKnAu0.jpg,1972-10-14,Last Tango in Paris,False,7.0,176,"[Drama, Romance]",1972-10-14,1972,"18, 10749",1970,romance,1.0,0.0,0.0
65,65,4067,4,False,/owqxugHrY65LFsSgXkx2O1iIOjG.jpg,"[80, 18, 10749, 53]",15393,en,Play Misty for Me,"A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.",2.181858,/o3Jd24NHQSSYwFpf8QuF3kMCP7Z.jpg,1971-11-03,Play Misty for Me,False,6.5,82,"[Crime, Drama, Romance, Thriller]",1971-11-03,1971,"80, 18, 10749, 53",1970,romance,1.0,0.0,0.0
66,66,4667,4,False,/gOsM9tiecfRvz9XMMvJCjEC7c6A.jpg,"[35, 10749]",14741,en,The Goodbye Girl,"Paula McFadden knows: In romance, actors all follow the same stage instruction: Exit. Without warning, her actor boyfriend split today for a movie role and sublet their Manhattan apartment. The new tenant's name: Elliot Garfield. Profession: actor. Richard Dreyfuss and Marsha Mason deliver comedy, zingy repartee and bitter-to-best romance in The Goodbye Girl.",2.161438,/5OF42wrLyfRBt9eXH0SPcowHYnw.jpg,1977-11-30,The Goodbye Girl,False,7.3,30,"[Comedy, Romance]",1977-11-30,1977,"35, 10749",1970,romance,1.0,0.0,0.0
67,67,4466,3,False,/3xmKw9OSbUrg7GCyhvpMuAXLjRh.jpg,"[18, 10749, 10752]",3175,en,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",2.127444,/cGr3Psreme0J3OaM1ZOEngfw2BR.jpg,1975-12-18,Barry Lyndon,False,7.6,382,"[Drama, Romance, War]",1975-12-18,1975,"18, 10749, 10752",1970,romance,1.0,0.0,0.0
68,68,4771,8,False,/7jS9Ojjz4T9vqVPJUA5hroObzVw.jpg,"[10749, 35]",24932,da,Agent 69 Jensen i Skyttens tegn,"Secret Albanian rocket plans worth 10 million have been stolen - and Albanian, Chinese, Russian and Danish agents vie to recover them.",2.120451,/uxOYtrRiszYuKwnLPJkw261iV5I.jpg,1978-07-20,Agent 69 Jensen in the Sign of Sagittarius,False,4.3,4,"[Romance, Comedy]",1978-07-20,1978,"10749, 35",1970,romance,1.0,0.0,0.0
69,69,4366,3,False,/7DtY7VDAX2HP7yBjOub5ochTlAW.jpg,"[18, 10749]",46581,fr,Contes immoraux,"Four erotic tales from in various historical eras. The first, 'The Tide', is set in the present day, and concerns a student and his young female cousin stranded on the beach by the tide, secluded from prying eyes. 'Therese Philosophe' is set in the nineteenth century, and concerns a girl being locked in her bedroom, where she contemplates the erotic potential of the objects contained within it. 'Erzsebet Bathory' is a portrait of the sixteenth-century countess who allegedly bathed in the blood of virgins, while 'Lucrezia Borgia' concerns an incestuous fifteenth-century orgy involving Lucrezia, her brother, and her father the Pope.",2.11883,/A91XnAOely6JElGdoTKMuuuyBga.jpg,1974-08-17,Immoral Tales,False,5.2,28,"[Drama, Romance]",1974-08-17,1974,"18, 10749",1970,romance,1.0,0.0,0.0
70,70,4772,9,False,/cNcrdjtmd8Y0AqkjLfxDaRdVAST.jpg,"[18, 10749, 10752]",31657,en,Coming Home,"The wife of a Marine serving in Vietnam, Sally Hyde (Jane Fonda) decides to volunteer at a local veterans hospital to occupy her time. There she meets Luke Martin (Jon Voight), a frustrated wheelchair-bound vet who has become disillusioned with the war. Sally and Luke develop a friendship that soon turns into a romance, but when her husband, Bob (Bruce Dern), returns unexpectedly, she must decide between staying with him and pursuing her new love.",2.090891,/A90BfmMNpsISTDN8kRdOUHSBsU6.jpg,1978-02-15,Coming Home,False,6.8,30,"[Drama, Romance, War]",1978-02-15,1978,"18, 10749, 10752",1970,romance,1.0,0.0,0.0
71,71,4367,4,False,/z22R2j8O3HIKmNQkj6v5cXLDhL4.jpg,"[35, 18, 10749]",80207,en,Le farò da padre,"In order to convince Raimonda, a wealthy noble woman, to finance his project for a holiday resort, Saverio gets engaged to Clotilde, her mentally-disturbed and sex-obsessed adolescent daughter. He plans to have her kidnapped and raped by an accomplice so she won't be a virgin anymore and he'll have an excuse to get out of the impending marriage. But what he doesn't plan is to fall in love with the girl...",2.033894,/bRVDCoOW1UrYkaYrrOnO5ltMC0M.jpg,1974-09-17,Bambina,False,5.0,1,"[Comedy, Drama, Romance]",1974-09-17,1974,"35, 18, 10749",1970,romance,1.0,0.0,0.0
72,72,3964,1,False,/5JknVXZai3XMD03j8bP9Cwk3gL9.jpg,"[18, 10749]",38953,en,Ryan's Daughter,World War I seems far away from Ireland's Dingle peninsula when Rosy Ryan Shaughnessy goes horseback riding on the beach with the young English officer. There was a magnetic attraction between them the day he was the only customer in her father's pub and Rosy was tending bar for the first time since her marriage to the village schoolmaster. Then one stormy night some Irish revolutionaries expecting a shipment of guns arrive at Ryan's pub. Is it Rosy who betrays them to the British? Will Shaugnessy take Father Collin's advice? Is the pivotal role that of the village idiot who is mute?,1.901665,/moly7eASWldUMCFBrVpzcMwChYu.jpg,1970-12-09,Ryan's Daughter,False,7.6,17,"[Drama, Romance]",1970-12-09,1970,"18, 10749",1970,romance,1.0,0.0,0.0
73,73,4569,6,False,/isGMZJ5A8glGgA7bV6v0S0c8z5U.jpg,"[18, 10749]",37774,en,The Last Tycoon,F.Scott Fitzgerald's novel is brought to life in this story of a movie producer slowly working himself to death.,1.863199,/nfxnqm7pC584bY61Sq89AePqZRf.jpg,1976-11-18,The Last Tycoon,False,6.2,21,"[Drama, Romance]",1976-11-18,1976,"18, 10749",1970,romance,1.0,0.0,0.0
74,74,4669,6,False,/8iNt5LGxpX9XeNWJgjx17xfTT7u.jpg,"[35, 18, 10749]",703,en,Annie Hall,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",1.85527,/j9vVQCSyNWvyBU6w9BxExZRlpZZ.jpg,1977-04-19,Annie Hall,False,7.7,735,"[Comedy, Drama, Romance]",1977-04-19,1977,"35, 18, 10749",1970,romance,1.0,0.0,0.0
75,75,4670,7,False,/oTBxvPzfn2EtTV7b7FGGmXxJqP3.jpg,"[18, 10402, 10749]",12637,en,"New York, New York","An egotistical saxophone player and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long uphill climb.",1.843692,/dIOJNDtWmAMQgxB1wPAhBtM96C9.jpg,1977-06-21,"New York, New York",False,5.9,45,"[Drama, Music, Romance]",1977-06-21,1977,"18, 10402, 10749",1970,romance,1.0,0.0,0.0
76,76,4168,5,False,/le8aE5JMAdFMmrlyuj4uhb9ql6X.jpg,"[80, 18, 10749, 53]",22784,en,Boxcar Bertha,"Based on ""Sister of the Road,"" the fictionalized autobiography of radical and transient Bertha Thompson as written by physician Dr. Ben L. Reitman, 'Boxcar' Bertha Thompson, a woman labor organizer in Arkansas during the violence-filled Depression of the early '30's meets up with rabble-rousing union man 'Big' Bill Shelly and they team up to fight the corrupt railroad establishment.",1.841332,/d039rLezT8eSK7YY1qTgTVjv9m0.jpg,1972-06-14,Boxcar Bertha,False,6.1,30,"[Crime, Drama, Romance, Thriller]",1972-06-14,1972,"80, 18, 10749, 53",1970,romance,1.0,0.0,0.0
77,77,4370,7,False,/zRxB71jg5xpLA3lEifyhZ65beaa.jpg,"[10749, 35]",24942,da,I Tyrens tegn,"The town's wealthy benefactor dies, and leaves a bizarre bequest: unless one of the self-righteous citizens can produce an illegitimate child in 9 1/2 months, all his money goes to homeless cats, and they must start paying taxes.",1.838788,/5J8aqep9DxvzGsE61q397p8fwiw.jpg,1974-07-18,In the Sign of the Taurus,False,5.7,3,"[Romance, Comedy]",1974-07-18,1974,"10749, 35",1970,romance,1.0,0.0,0.0
78,78,4472,9,False,/t721sMm0Isvm7bhEeti0bBkjhK7.jpg,"[36, 28, 10749, 18]",38027,en,Mandingo,A slave owner in the 1840s trains one of his slaves to be a bare-knuckle fighter.,1.726852,/jkzhLGzZqYpRAxzUeWGWqh6HDAu.jpg,1975-06-06,Mandingo,False,5.5,16,"[History, Action, Romance, Drama]",1975-06-06,1975,"36, 28, 10749, 18",1970,romance,1.0,0.0,0.0
79,79,3968,5,False,/x04WbAV89ye9vv02Oz5CEtkyttV.jpg,"[18, 10749]",9062,en,Love Story,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",1.693349,/etBvIpFZTjlBC824O3Va9De6MCh.jpg,1970-12-16,Love Story,False,6.3,90,"[Drama, Romance]",1970-12-16,1970,"18, 10749",1970,romance,1.0,0.0,0.0
80,80,4776,13,False,/7EZDWNgx8eEot0sWaB4eFFEwlfv.jpg,"[18, 10749]",16642,en,Days of Heaven,"In 1910, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer. A love triangle, a swarm of locusts, a hellish fire—Malick captures it all with dreamlike authenticity, creating at once a timeless American idyll and a gritty evocation of turn-of-the-century labor.",1.672335,/rjw7tQbiBnbIeufyEt02oVickDM.jpg,1978-09-13,Days of Heaven,False,7.6,173,"[Drama, Romance]",1978-09-13,1978,"18, 10749",1970,romance,1.0,0.0,0.0
